date,category,amount,month
2026-02-22,Packaging Materials,23.0,2026-02
2026-02-22,Miscellaneous,18.0,2026-02
2026-02-23,Labor - Regular,3334.0,2026-02
2026-02-23,Labor - Overtime,660.0,2026-02
2026-02-23,Fertilizers,1234.0,2026-02
2026-02-23,Pesticides & Fungicides,447.0,2026-02
2026-02-23,Seeds & Rootstock,975.0,2026-02
2026-02-23,Electricity,382.0,2026-02
2026-02-23,Water,165.0,2026-02
2026-02-23,Equipment Maintenance,367.0,2026-02
2026-02-23,Transport,398.0,2026-02
2026-02-23,Packaging Materials,220.0,2026-02
2026-02-23,Miscellaneous,223.0,2026-02
2026-02-24,Labor - Regular,3493.0,2026-02
2026-02-24,Labor - Overtime,362.0,2026-02
2026-02-24,Fertilizers,1395.0,2026-02
2026-02-24,Pesticides & Fungicides,757.0,2026-02
2026-02-24,Seeds & Rootstock,669.0,2026-02
2026-02-24,Electricity,342.0,2026-02
2026-02-24,Water,215.0,2026-02
2026-02-24,Equipment Maintenance,316.0,2026-02
2026-02-24,Transport,382.0,2026-02
2026-02-24,Packaging Materials,189.0,2026-02
2026-02-24,Miscellaneous,87.0,2026-02
2026-02-25,Labor - Regular,3241.0,2026-02
2026-02-25,Labor - Overtime,479.0,2026-02
2026-02-25,Fertilizers,1311.0,2026-02
2026-02-25,Pesticides & Fungicides,475.0,2026-02
2026-02-25,Seeds & Rootstock,1073.0,2026-02
2026-02-25,Electricity,361.0,2026-02
2026-02-25,Water,190.0,2026-02
2026-02-25,Equipment Maintenance,352.0,2026-02
2026-02-25,Transport,265.0,2026-02
2026-02-25,Packaging Materials,235.0,2026-02
2026-02-25,Miscellaneous,238.0,2026-02
2026-02-26,Labor - Regular,3302.0,2026-02
2026-02-26,Labor - Overtime,407.0,2026-02
2026-02-26,Fertilizers,962.0,2026-02
2026-02-26,Pesticides & Fungicides,444.0,2026-02
2026-02-26,Seeds & Rootstock,688.0,2026-02
2026-02-26,Electricity,447.0,2026-02
2026-02-26,Water,181.0,2026-02
2026-02-26,Equipment Maintenance,190.0,2026-02
2026-02-26,Transport,320.0,2026-02
2026-02-26,Packaging Materials,196.0,2026-02
2026-02-26,Miscellaneous,155.0,2026-02
2026-02-27,Labor - Regular,3440.0,2026-02
2026-02-27,Labor - Overtime,346.0,2026-02
2026-02-27,Fertilizers,1362.0,2026-02
2026-02-27,Pesticides & Fungicides,505.0,2026-02
2026-02-27,Seeds & Rootstock,609.0,2026-02
2026-02-27,Electricity,349.0,2026-02
2026-02-27,Water,171.0,2026-02
2026-02-27,Equipment Maintenance,244.0,2026-02
2026-02-27,Transport,399.0,2026-02
2026-02-27,Packaging Materials,202.0,2026-02
2026-02-27,Miscellaneous,142.0,2026-02
2026-02-28,Labor - Regular,3180.0,2026-02
2026-02-28,Labor - Overtime,567.0,2026-02
2026-02-28,Fertilizers,1082.0,2026-02
2026-02-28,Pesticides & Fungicides,764.0,2026-02
2026-02-28,Seeds & Rootstock,601.0,2026-02
2026-02-28,Electricity,369.0,2026-02
2026-02-28,Water,229.0,2026-02
2026-02-28,Equipment Maintenance,331.0,2026-02
2026-02-28,Transport,261.0,2026-02
2026-02-28,Packaging Materials,276.0,2026-02
2026-02-28,Miscellaneous,84.0,2026-02
2026-03-01,Labor - Regular,0.0,2026-03
2026-03-01,Labor - Overtime,0.0,2026-03
2026-03-01,Fertilizers,137.0,2026-03
2026-03-01,Pesticides & Fungicides,77.0,2026-03
2026-03-01,Seeds & Rootstock,97.0,2026-03
2026-03-01,Electricity,41.0,2026-03
2026-03-01,Water,19.0,2026-03
2026-03-01,Equipment Maintenance,20.0,2026-03
2026-03-01,Transport,28.0,2026-03
2026-03-01,Packaging Materials,26.0,2026-03
2026-03-01,Miscellaneous,10.0,2026-03
2026-03-02,Labor - Regular,3294.0,2026-03
2026-03-02,Labor - Overtime,730.0,2026-03
2026-03-02,Fertilizers,1249.0,2026-03
2026-03-02,Pesticides & Fungicides,445.0,2026-03
2026-03-02,Seeds & Rootstock,678.0,2026-03
2026-03-02,Electricity,373.0,2026-03
2026-03-02,Water,219.0,2026-03
2026-03-02,Equipment Maintenance,334.0,2026-03
2026-03-02,Transport,288.0,2026-03
2026-03-02,Packaging Materials,271.0,2026-03
2026-03-02,Miscellaneous,83.0,2026-03
2026-03-03,Labor - Regular,3432.0,2026-03
2026-03-03,Labor - Overtime,924.0,2026-03
2026-03-03,Fertilizers,1048.0,2026-03
2026-03-03,Pesticides & Fungicides,781.0,2026-03
2026-03-03,Seeds & Rootstock,757.0,2026-03
2026-03-03,Electricity,358.0,2026-03
2026-03-03,Water,217.0,2026-03
2026-03-03,Equipment Maintenance,328.0,2026-03
2026-03-03,Transport,297.0,2026-03
2026-03-03,Packaging Materials,262.0,2026-03
2026-03-03,Miscellaneous,217.0,2026-03
2026-03-04,Labor - Regular,3197.0,2026-03
2026-03-04,Labor - Overtime,584.0,2026-03
2026-03-04,Fertilizers,1213.0,2026-03
2026-03-04,Pesticides & Fungicides,758.0,2026-03
2026-03-04,Seeds & Rootstock,649.0,2026-03
2026-03-04,Electricity,407.0,2026-03
2026-03-04,Water,186.0,2026-03
2026-03-04,Equipment Maintenance,320.0,2026-03
2026-03-04,Transport,316.0,2026-03
2026-03-04,Packaging Materials,216.0,2026-03
2026-03-04,Miscellaneous,191.0,2026-03
2026-03-05,Labor - Regular,3226.0,2026-03
2026-03-05,Labor - Overtime,757.0,2026-03
2026-03-05,Fertilizers,1349.0,2026-03
2026-03-05,Pesticides & Fungicides,770.0,2026-03
2026-03-05,Seeds & Rootstock,909.0,2026-03
2026-03-05,Electricity,420.0,2026-03
2026-03-05,Water,171.0,2026-03
2026-03-05,Equipment Maintenance,265.0,2026-03
2026-03-05,Transport,366.0,2026-03
2026-03-05,Packaging Materials,237.0,2026-03
2026-03-05,Miscellaneous,233.0,2026-03
2026-03-06,Labor - Regular,3248.0,2026-03
2026-03-06,Labor - Overtime,830.0,2026-03
2026-03-06,Fertilizers,1028.0,2026-03
2026-03-06,Pesticides & Fungicides,675.0,2026-03
2026-03-06,Seeds & Rootstock,739.0,2026-03
2026-03-06,Electricity,379.0,2026-03
2026-03-06,Water,186.0,2026-03
2026-03-06,Equipment Maintenance,277.0,2026-03
2026-03-06,Transport,300.0,2026-03
2026-03-06,Packaging Materials,242.0,2026-03
2026-03-06,Miscellaneous,239.0,2026-03
2026-03-07,Labor - Regular,3230.0,2026-03
2026-03-07,Labor - Overtime,852.0,2026-03
2026-03-07,Fertilizers,904.0,2026-03
2026-03-07,Pesticides & Fungicides,449.0,2026-03
2026-03-07,Seeds & Rootstock,758.0,2026-03
2026-03-07,Electricity,425.0,2026-03
2026-03-07,Water,204.0,2026-03
2026-03-07,Equipment Maintenance,160.0,2026-03
2026-03-07,Transport,298.0,2026-03
2026-03-07,Packaging Materials,275.0,2026-03
2026-03-07,Miscellaneous,148.0,2026-03
2026-03-08,Labor - Regular,0.0,2026-03
2026-03-08,Labor - Overtime,0.0,2026-03
2026-03-08,Fertilizers,104.0,2026-03
2026-03-08,Pesticides & Fungicides,67.0,2026-03
2026-03-08,Seeds & Rootstock,63.0,2026-03
2026-03-08,Electricity,44.0,2026-03
2026-03-08,Water,21.0,2026-03
2026-03-08,Equipment Maintenance,26.0,2026-03
2026-03-08,Transport,30.0,2026-03
2026-03-08,Packaging Materials,22.0,2026-03
2026-03-08,Miscellaneous,15.0,2026-03
2026-03-09,Labor - Regular,3308.0,2026-03
2026-03-09,Labor - Overtime,726.0,2026-03
2026-03-09,Fertilizers,1351.0,2026-03
2026-03-09,Pesticides & Fungicides,564.0,2026-03
2026-03-09,Seeds & Rootstock,759.0,2026-03
2026-03-09,Electricity,431.0,2026-03
2026-03-09,Water,225.0,2026-03
2026-03-09,Equipment Maintenance,314.0,2026-03
2026-03-09,Transport,395.0,2026-03
2026-03-09,Packaging Materials,253.0,2026-03
2026-03-09,Miscellaneous,125.0,2026-03
2026-03-10,Labor - Regular,3392.0,2026-03
2026-03-10,Labor - Overtime,1009.0,2026-03
2026-03-10,Fertilizers,1427.0,2026-03
2026-03-10,Pesticides & Fungicides,557.0,2026-03
2026-03-10,Seeds & Rootstock,941.0,2026-03
2026-03-10,Electricity,447.0,2026-03
2026-03-10,Water,165.0,2026-03
2026-03-10,Equipment Maintenance,177.0,2026-03
2026-03-10,Transport,278.0,2026-03
2026-03-10,Packaging Materials,250.0,2026-03
2026-03-10,Miscellaneous,241.0,2026-03
2026-03-11,Labor - Regular,3250.0,2026-03
2026-03-11,Labor - Overtime,768.0,2026-03
2026-03-11,Fertilizers,1292.0,2026-03
2026-03-11,Pesticides & Fungicides,640.0,2026-03
2026-03-11,Seeds & Rootstock,823.0,2026-03
2026-03-11,Electricity,456.0,2026-03
2026-03-11,Water,195.0,2026-03
2026-03-11,Equipment Maintenance,310.0,2026-03
2026-03-11,Transport,345.0,2026-03
2026-03-11,Packaging Materials,263.0,2026-03
2026-03-11,Miscellaneous,190.0,2026-03
2026-03-12,Labor - Regular,3401.0,2026-03
2026-03-12,Labor - Overtime,741.0,2026-03
2026-03-12,Fertilizers,1335.0,2026-03
2026-03-12,Pesticides & Fungicides,790.0,2026-03
2026-03-12,Seeds & Rootstock,586.0,2026-03
2026-03-12,Electricity,435.0,2026-03
2026-03-12,Water,234.0,2026-03
2026-03-12,Equipment Maintenance,323.0,2026-03
2026-03-12,Transport,319.0,2026-03
2026-03-12,Packaging Materials,220.0,2026-03
2026-03-12,Miscellaneous,139.0,2026-03
2026-03-13,Labor - Regular,3409.0,2026-03
2026-03-13,Labor - Overtime,644.0,2026-03
2026-03-13,Fertilizers,1231.0,2026-03
2026-03-13,Pesticides & Fungicides,652.0,2026-03
2026-03-13,Seeds & Rootstock,602.0,2026-03
2026-03-13,Electricity,381.0,2026-03
2026-03-13,Water,178.0,2026-03
2026-03-13,Equipment Maintenance,264.0,2026-03
2026-03-13,Transport,376.0,2026-03
2026-03-13,Packaging Materials,207.0,2026-03
2026-03-13,Miscellaneous,93.0,2026-03
2026-03-14,Labor - Regular,3253.0,2026-03
2026-03-14,Labor - Overtime,672.0,2026-03
2026-03-14,Fertilizers,1197.0,2026-03
2026-03-14,Pesticides & Fungicides,621.0,2026-03
2026-03-14,Seeds & Rootstock,688.0,2026-03
2026-03-14,Electricity,432.0,2026-03
2026-03-14,Water,162.0,2026-03
2026-03-14,Equipment Maintenance,173.0,2026-03
2026-03-14,Transport,330.0,2026-03
2026-03-14,Packaging Materials,263.0,2026-03
2026-03-14,Miscellaneous,105.0,2026-03
2026-03-15,Labor - Regular,0.0,2026-03
2026-03-15,Labor - Overtime,0.0,2026-03
2026-03-15,Fertilizers,141.0,2026-03
2026-03-15,Pesticides & Fungicides,79.0,2026-03
2026-03-15,Seeds & Rootstock,78.0,2026-03
2026-03-15,Electricity,41.0,2026-03
2026-03-15,Water,22.0,2026-03
2026-03-15,Equipment Maintenance,21.0,2026-03
2026-03-15,Transport,32.0,2026-03
2026-03-15,Packaging Materials,25.0,2026-03
2026-03-15,Miscellaneous,15.0,2026-03
2026-03-16,Labor - Regular,3196.0,2026-03
2026-03-16,Labor - Overtime,939.0,2026-03
2026-03-16,Fertilizers,1210.0,2026-03
2026-03-16,Pesticides & Fungicides,760.0,2026-03
2026-03-16,Seeds & Rootstock,899.0,2026-03
2026-03-16,Electricity,426.0,2026-03
2026-03-16,Water,232.0,2026-03
2026-03-16,Equipment Maintenance,237.0,2026-03
2026-03-16,Transport,281.0,2026-03
2026-03-16,Packaging Materials,247.0,2026-03
2026-03-16,Miscellaneous,214.0,2026-03
2026-03-17,Labor - Regular,3406.0,2026-03
2026-03-17,Labor - Overtime,907.0,2026-03
2026-03-17,Fertilizers,1294.0,2026-03
2026-03-17,Pesticides & Fungicides,458.0,2026-03
2026-03-17,Seeds & Rootstock,756.0,2026-03
2026-03-17,Electricity,425.0,2026-03
2026-03-17,Water,176.0,2026-03
2026-03-17,Equipment Maintenance,207.0,2026-03
2026-03-17,Transport,267.0,2026-03
2026-03-17,Packaging Materials,266.0,2026-03
2026-03-17,Miscellaneous,247.0,2026-03
2026-03-18,Labor - Regular,3312.0,2026-03
2026-03-18,Labor - Overtime,457.0,2026-03
2026-03-18,Fertilizers,1245.0,2026-03
2026-03-18,Pesticides & Fungicides,495.0,2026-03
2026-03-18,Seeds & Rootstock,826.0,2026-03
2026-03-18,Electricity,444.0,2026-03
2026-03-18,Water,164.0,2026-03
2026-03-18,Equipment Maintenance,292.0,2026-03
2026-03-18,Transport,343.0,2026-03
2026-03-18,Packaging Materials,238.0,2026-03
2026-03-18,Miscellaneous,211.0,2026-03
2026-03-19,Labor - Regular,3484.0,2026-03
2026-03-19,Labor - Overtime,881.0,2026-03
2026-03-19,Fertilizers,899.0,2026-03
2026-03-19,Pesticides & Fungicides,666.0,2026-03
2026-03-19,Seeds & Rootstock,1036.0,2026-03
2026-03-19,Electricity,423.0,2026-03
2026-03-19,Water,205.0,2026-03
2026-03-19,Equipment Maintenance,234.0,2026-03
2026-03-19,Transport,370.0,2026-03
2026-03-19,Packaging Materials,215.0,2026-03
2026-03-19,Miscellaneous,241.0,2026-03
2026-03-20,Labor - Regular,3229.0,2026-03
2026-03-20,Labor - Overtime,616.0,2026-03
2026-03-20,Fertilizers,1073.0,2026-03
2026-03-20,Pesticides & Fungicides,747.0,2026-03
2026-03-20,Seeds & Rootstock,792.0,2026-03
2026-03-20,Electricity,394.0,2026-03
2026-03-20,Water,160.0,2026-03
2026-03-20,Equipment Maintenance,285.0,2026-03
2026-03-20,Transport,370.0,2026-03
2026-03-20,Packaging Materials,269.0,2026-03
2026-03-20,Miscellaneous,96.0,2026-03
2026-03-21,Labor - Regular,3171.0,2026-03
2026-03-21,Labor - Overtime,1013.0,2026-03
2026-03-21,Fertilizers,1277.0,2026-03
2026-03-21,Pesticides & Fungicides,567.0,2026-03
2026-03-21,Seeds & Rootstock,737.0,2026-03
2026-03-21,Electricity,417.0,2026-03
2026-03-21,Water,163.0,2026-03
2026-03-21,Equipment Maintenance,234.0,2026-03
2026-03-21,Transport,263.0,2026-03
2026-03-21,Packaging Materials,263.0,2026-03
2026-03-21,Miscellaneous,151.0,2026-03
2026-03-22,Labor - Regular,0.0,2026-03
2026-03-22,Labor - Overtime,0.0,2026-03
2026-03-22,Fertilizers,118.0,2026-03
2026-03-22,Pesticides & Fungicides,58.0,2026-03
2026-03-22,Seeds & Rootstock,94.0,2026-03
2026-03-22,Electricity,38.0,2026-03
2026-03-22,Water,20.0,2026-03
2026-03-22,Equipment Maintenance,23.0,2026-03
2026-03-22,Transport,37.0,2026-03
2026-03-22,Packaging Materials,24.0,2026-03
2026-03-22,Miscellaneous,15.0,2026-03
2026-03-23,Labor - Regular,3206.0,2026-03
2026-03-23,Labor - Overtime,973.0,2026-03
2026-03-23,Fertilizers,1170.0,2026-03
2026-03-23,Pesticides & Fungicides,544.0,2026-03
2026-03-23,Seeds & Rootstock,929.0,2026-03
2026-03-23,Electricity,455.0,2026-03
2026-03-23,Water,210.0,2026-03
2026-03-23,Equipment Maintenance,196.0,2026-03
2026-03-23,Transport,328.0,2026-03
2026-03-23,Packaging Materials,254.0,2026-03
2026-03-23,Miscellaneous,118.0,2026-03
2026-03-24,Labor - Regular,3228.0,2026-03
2026-03-24,Labor - Overtime,470.0,2026-03
2026-03-24,Fertilizers,1300.0,2026-03
2026-03-24,Pesticides & Fungicides,623.0,2026-03
2026-03-24,Seeds & Rootstock,754.0,2026-03
2026-03-24,Electricity,430.0,2026-03
2026-03-24,Water,207.0,2026-03
2026-03-24,Equipment Maintenance,248.0,2026-03
2026-03-24,Transport,275.0,2026-03
2026-03-24,Packaging Materials,199.0,2026-03
2026-03-24,Miscellaneous,103.0,2026-03
2026-03-25,Labor - Regular,3429.0,2026-03
2026-03-25,Labor - Overtime,778.0,2026-03
2026-03-25,Fertilizers,1041.0,2026-03
2026-03-25,Pesticides & Fungicides,596.0,2026-03
2026-03-25,Seeds & Rootstock,1046.0,2026-03
2026-03-25,Electricity,369.0,2026-03
2026-03-25,Water,164.0,2026-03
2026-03-25,Equipment Maintenance,317.0,2026-03
2026-03-25,Transport,347.0,2026-03
2026-03-25,Packaging Materials,240.0,2026-03
2026-03-25,Miscellaneous,204.0,2026-03
2026-03-26,Labor - Regular,3168.0,2026-03
2026-03-26,Labor - Overtime,475.0,2026-03
2026-03-26,Fertilizers,978.0,2026-03
2026-03-26,Pesticides & Fungicides,484.0,2026-03
2026-03-26,Seeds & Rootstock,972.0,2026-03
2026-03-26,Electricity,359.0,2026-03
2026-03-26,Water,225.0,2026-03
2026-03-26,Equipment Maintenance,212.0,2026-03
2026-03-26,Transport,350.0,2026-03
2026-03-26,Packaging Materials,264.0,2026-03
2026-03-26,Miscellaneous,156.0,2026-03
2026-03-27,Labor - Regular,3455.0,2026-03
2026-03-27,Labor - Overtime,733.0,2026-03
2026-03-27,Fertilizers,1334.0,2026-03
2026-03-27,Pesticides & Fungicides,659.0,2026-03
2026-03-27,Seeds & Rootstock,644.0,2026-03
2026-03-27,Electricity,348.0,2026-03
2026-03-27,Water,166.0,2026-03
2026-03-27,Equipment Maintenance,287.0,2026-03
2026-03-27,Transport,272.0,2026-03
2026-03-27,Packaging Materials,211.0,2026-03
2026-03-27,Miscellaneous,190.0,2026-03
2026-03-28,Labor - Regular,3446.0,2026-03
2026-03-28,Labor - Overtime,702.0,2026-03
2026-03-28,Fertilizers,1129.0,2026-03
2026-03-28,Pesticides & Fungicides,449.0,2026-03
2026-03-28,Seeds & Rootstock,778.0,2026-03
2026-03-28,Electricity,442.0,2026-03
2026-03-28,Water,167.0,2026-03
2026-03-28,Equipment Maintenance,234.0,2026-03
2026-03-28,Transport,324.0,2026-03
2026-03-28,Packaging Materials,218.0,2026-03
2026-03-28,Miscellaneous,118.0,2026-03
2026-03-29,Labor - Regular,0.0,2026-03
2026-03-29,Labor - Overtime,0.0,2026-03
2026-03-29,Fertilizers,127.0,2026-03
2026-03-29,Pesticides & Fungicides,73.0,2026-03
2026-03-29,Seeds & Rootstock,108.0,2026-03
2026-03-29,Electricity,37.0,2026-03
2026-03-29,Water,17.0,2026-03
2026-03-29,Equipment Maintenance,21.0,2026-03
2026-03-29,Transport,30.0,2026-03
2026-03-29,Packaging Materials,27.0,2026-03
2026-03-29,Miscellaneous,11.0,2026-03
2026-03-30,Labor - Regular,3201.0,2026-03
2026-03-30,Labor - Overtime,459.0,2026-03
2026-03-30,Fertilizers,999.0,2026-03
2026-03-30,Pesticides & Fungicides,673.0,2026-03
2026-03-30,Seeds & Rootstock,716.0,2026-03
2026-03-30,Electricity,350.0,2026-03
2026-03-30,Water,193.0,2026-03
2026-03-30,Equipment Maintenance,170.0,2026-03
2026-03-30,Transport,328.0,2026-03
2026-03-30,Packaging Materials,261.0,2026-03
2026-03-30,Miscellaneous,167.0,2026-03
2026-03-31,Labor - Regular,3317.0,2026-03
2026-03-31,Labor - Overtime,462.0,2026-03
2026-03-31,Fertilizers,1270.0,2026-03
2026-03-31,Pesticides & Fungicides,716.0,2026-03
2026-03-31,Seeds & Rootstock,1052.0,2026-03
2026-03-31,Electricity,414.0,2026-03
2026-03-31,Water,184.0,2026-03
2026-03-31,Equipment Maintenance,299.0,2026-03
2026-03-31,Transport,341.0,2026-03
2026-03-31,Packaging Materials,196.0,2026-03
2026-03-31,Miscellaneous,98.0,2026-03
2026-04-01,Labor - Regular,3311.0,2026-04
2026-04-01,Labor - Overtime,1040.0,2026-04
2026-04-01,Fertilizers,1214.0,2026-04
2026-04-01,Pesticides & Fungicides,662.0,2026-04
2026-04-01,Seeds & Rootstock,894.0,2026-04
2026-04-01,Electricity,405.0,2026-04
2026-04-01,Water,170.0,2026-04
2026-04-01,Equipment Maintenance,335.0,2026-04
2026-04-01,Transport,329.0,2026-04
2026-04-01,Packaging Materials,209.0,2026-04
2026-04-01,Miscellaneous,233.0,2026-04
2026-04-02,Labor - Regular,3444.0,2026-04
2026-04-02,Labor - Overtime,955.0,2026-04
2026-04-02,Fertilizers,1861.0,2026-04
2026-04-02,Pesticides & Fungicides,722.0,2026-04
2026-04-02,Seeds & Rootstock,861.0,2026-04
2026-04-02,Electricity,386.0,2026-04
2026-04-02,Water,194.0,2026-04
2026-04-02,Equipment Maintenance,207.0,2026-04
2026-04-02,Transport,338.0,2026-04
2026-04-02,Packaging Materials,190.0,2026-04
2026-04-02,Miscellaneous,121.0,2026-04
2026-04-03,Labor - Regular,3249.0,2026-04
2026-04-03,Labor - Overtime,1021.0,2026-04
2026-04-03,Fertilizers,1274.0,2026-04
2026-04-03,Pesticides & Fungicides,712.0,2026-04
2026-04-03,Seeds & Rootstock,804.0,2026-04
2026-04-03,Electricity,378.0,2026-04
2026-04-03,Water,223.0,2026-04
2026-04-03,Equipment Maintenance,255.0,2026-04
2026-04-03,Transport,359.0,2026-04
2026-04-03,Packaging Materials,227.0,2026-04
2026-04-03,Miscellaneous,149.0,2026-04
2026-04-04,Labor - Regular,3483.0,2026-04
2026-04-04,Labor - Overtime,753.0,2026-04
2026-04-04,Fertilizers,1700.0,2026-04
2026-04-04,Pesticides & Fungicides,791.0,2026-04
2026-04-04,Seeds & Rootstock,649.0,2026-04
2026-04-04,Electricity,372.0,2026-04
2026-04-04,Water,179.0,2026-04
2026-04-04,Equipment Maintenance,336.0,2026-04
2026-04-04,Transport,379.0,2026-04
2026-04-04,Packaging Materials,254.0,2026-04
2026-04-04,Miscellaneous,150.0,2026-04
2026-04-05,Labor - Regular,0.0,2026-04
2026-04-05,Labor - Overtime,0.0,2026-04
2026-04-05,Fertilizers,184.0,2026-04
2026-04-05,Pesticides & Fungicides,77.0,2026-04
2026-04-05,Seeds & Rootstock,72.0,2026-04
2026-04-05,Electricity,38.0,2026-04
2026-04-05,Water,18.0,2026-04
2026-04-05,Equipment Maintenance,24.0,2026-04
2026-04-05,Transport,34.0,2026-04
2026-04-05,Packaging Materials,23.0,2026-04
2026-04-05,Miscellaneous,12.0,2026-04
2026-04-06,Labor - Regular,3263.0,2026-04
2026-04-06,Labor - Overtime,879.0,2026-04
2026-04-06,Fertilizers,1744.0,2026-04
2026-04-06,Pesticides & Fungicides,483.0,2026-04
2026-04-06,Seeds & Rootstock,926.0,2026-04
2026-04-06,Electricity,358.0,2026-04
2026-04-06,Water,182.0,2026-04
2026-04-06,Equipment Maintenance,203.0,2026-04
2026-04-06,Transport,265.0,2026-04
2026-04-06,Packaging Materials,239.0,2026-04
2026-04-06,Miscellaneous,115.0,2026-04
2026-04-07,Labor - Regular,3251.0,2026-04
2026-04-07,Labor - Overtime,711.0,2026-04
2026-04-07,Fertilizers,1872.0,2026-04
2026-04-07,Pesticides & Fungicides,423.0,2026-04
2026-04-07,Seeds & Rootstock,621.0,2026-04
2026-04-07,Electricity,354.0,2026-04
2026-04-07,Water,205.0,2026-04
2026-04-07,Equipment Maintenance,331.0,2026-04
2026-04-07,Transport,311.0,2026-04
2026-04-07,Packaging Materials,205.0,2026-04
2026-04-07,Miscellaneous,176.0,2026-04
2026-04-08,Labor - Regular,3345.0,2026-04
2026-04-08,Labor - Overtime,489.0,2026-04
2026-04-08,Fertilizers,1431.0,2026-04
2026-04-08,Pesticides & Fungicides,639.0,2026-04
2026-04-08,Seeds & Rootstock,942.0,2026-04
2026-04-08,Electricity,373.0,2026-04
2026-04-08,Water,237.0,2026-04
2026-04-08,Equipment Maintenance,344.0,2026-04
2026-04-08,Transport,327.0,2026-04
2026-04-08,Packaging Materials,196.0,2026-04
2026-04-08,Miscellaneous,195.0,2026-04
2026-04-09,Labor - Regular,3217.0,2026-04
2026-04-09,Labor - Overtime,866.0,2026-04
2026-04-09,Fertilizers,1516.0,2026-04
2026-04-09,Pesticides & Fungicides,795.0,2026-04
2026-04-09,Seeds & Rootstock,754.0,2026-04
2026-04-09,Electricity,368.0,2026-04
2026-04-09,Water,175.0,2026-04
2026-04-09,Equipment Maintenance,367.0,2026-04
2026-04-09,Transport,387.0,2026-04
2026-04-09,Packaging Materials,249.0,2026-04
2026-04-09,Miscellaneous,150.0,2026-04
